סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
622       ,עין צורים                ,61        ,אשקלון                   ,61        ,אשקלון                   ,34        ,שפיר                     ,747       ,97        ,207       ,263       ,42        ,25        ,113
623       ,יראון                    ,21        ,צפת                      ,21        ,צפת                      ,1         ,הגליל העליון             ,489       ,33        ,83        ,168       ,61        ,43        ,101
627       ,ג'לג'וליה                ,42        ,פתח תקווה                ,47        ,כפר סבא                  ,0         ,                         ,10745     ,1158      ,2810      ,4378      ,1123      ,675       ,601
628       ,ג'ת                      ,32        ,חדרה                     ,32        ,חדרה                     ,0         ,                         ,12591     ,1266      ,2873      ,5246      ,1317      ,1022      ,867
633       ,כפר ברא                  ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,0         ,                         ,4033      ,465       ,1087      ,1722      ,382       ,222       ,155
634       ,כפר קאסם                 ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,0         ,                         ,24956     ,2640      ,6512      ,10560     ,2540      ,1544      ,1160
635       ,מוקייבלה                 ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,4335      ,508       ,1167      ,1815      ,429       ,231       ,185
636       ,צנדלה                    ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,1899      ,167       ,455       ,760       ,204       ,161       ,152
637       ,ערערה                    ,32        ,חדרה                     ,32        ,חדרה                     ,0         ,                         ,20658     ,1816      ,5146      ,8381      ,2452      ,1453      ,1410
638       ,קלנסווה                  ,41        ,השרון                    ,41        ,נתניה                    ,0         ,                         ,23860     ,2557      ,6355      ,9932      ,2340      ,1514      ,1162
